date,amount_raw,amount,currency,operation,merchant,details,bank,source_file
2025-10-15,"- 95 460,00 KZT",-95460.0,KZT,Purchases,THE BRITISH COUNCIL,THE BRITISH COUNCIL,Kaspi Bank,kaspi_en.pdf
2025-10-15,"+ 100 000,00 KZT",100000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-15,"- 650,00 KZT",-650.0,KZT,Purchases,DailyCup,DailyCup,Kaspi Bank,kaspi_en.pdf
2025-10-15,"- 1 890,00 KZT",-1890.0,KZT,Purchases,DailyCup,DailyCup,Kaspi Bank,kaspi_en.pdf
2025-10-16,"- 4 080,00 KZT",-4080.0,KZT,Purchases,YANDEX.EDA,YANDEX.EDA,Kaspi Bank,kaspi_en.pdf
2025-10-16,"- 1 680,00 KZT",-1680.0,KZT,Purchases,EspressoDay,EspressoDay,Kaspi Bank,kaspi_en.pdf
2025-10-16,"- 36 920,00 KZT",-36920.0,KZT,Purchases,Меломан/MARWIN,Меломан/MARWIN,Kaspi Bank,kaspi_en.pdf
2025-10-16,"+ 1 000,00 KZT",1000.0,KZT,Purchases,ИП САГДАТОВА,ИП САГДАТОВА,Kaspi Bank,kaspi_en.pdf
2025-10-16,"+ 36 900,00 KZT",36900.0,KZT,Purchases,Meloman/Marwin,Meloman/Marwin,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 2 540,00 KZT",-2540.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 2 220,00 KZT",-2220.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 200 000,00 KZT",-200000.0,KZT,Transfers,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-17,"+ 245 000,00 KZT",245000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 20 000,00 KZT",-20000.0,KZT,Purchases,Услуги Қазақтелеком по лицевому счету,Услуги Қазақтелеком по лицевому счету,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 15 000,00 KZT",-15000.0,KZT,Purchases,Охранные агентства,Охранные агентства,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 9 399,00 KZT",-9399.0,KZT,Purchases,Услуги Қазақтелеком по лицевому счету,Услуги Қазақтелеком по лицевому счету,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 8 267,63 KZT",-8267.63,KZT,Purchases,ПРЭК (квитанция),ПРЭК (квитанция),Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 24 774,67 KZT",-24774.67,KZT,Purchases,Астана ЕРЦ,Астана ЕРЦ,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 29 689,49 KZT",-29689.49,KZT,Purchases,Астана ЕРЦ,Астана ЕРЦ,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 23 937,53 KZT",-23937.53,KZT,Purchases,Астана ЕРЦ,Астана ЕРЦ,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 16 268,02 KZT",-16268.02,KZT,Purchases,Астана ЕРЦ,Астана ЕРЦ,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 24 212,73 KZT",-24212.73,KZT,Purchases,BI Group,BI Group,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 40 904,87 KZT",-40904.87,KZT,Purchases,Астана РЭК для юридических лиц,Астана РЭК для юридических лиц,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 27 830,92 KZT",-27830.92,KZT,Purchases,Астана ЕРЦ,Астана ЕРЦ,Kaspi Bank,kaspi_en.pdf
2025-10-17,"+ 240 000,00 KZT",240000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-17,"- 2 000,00 KZT",-2000.0,KZT,Purchases,Фонд «Человек в маске»,Фонд «Человек в маске»,Kaspi Bank,kaspi_en.pdf
2025-10-17,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-18,"+ 2 329,00 KZT",2329.0,KZT,Purchases,Magnum,Magnum,Kaspi Bank,kaspi_en.pdf
2025-10-18,"- 26 007,00 KZT",-26007.0,KZT,Purchases,Magnum,Magnum,Kaspi Bank,kaspi_en.pdf
2025-10-18,"- 15 772,81 KZT",-15772.81,KZT,Purchases,COURSERA.ORG,"COURSERA.ORG (- 29,00 USD)",Kaspi Bank,kaspi_en.pdf
2025-10-19,"- 7 000,00 KZT",-7000.0,KZT,Purchases,ИП A-TRANSLATION,ИП A-TRANSLATION,Kaspi Bank,kaspi_en.pdf
2025-10-19,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,Сагит И.,Kaspi Bank,kaspi_en.pdf
2025-10-19,"- 19 420,94 KZT",-19420.94,KZT,Purchases,FFPAY*SCIENCE-PUBLISH,FFPAY*SCIENCE-PUBLISH,Kaspi Bank,kaspi_en.pdf
2025-10-19,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-19,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Елдана К.,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Adilet E.,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 5 000,00 KZT",-5000.0,KZT,Purchases,Парковка. Назарбаев Университет,Парковка. Назарбаев Университет,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 2 201,80 KZT",-2201.8,KZT,Purchases,Астана-Теплотранзит. Теплоэнергия,Астана-Теплотранзит. Теплоэнергия,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 1 000,00 KZT",-1000.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 2 313,00 KZT",-2313.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_en.pdf
2025-10-20,"- 1 190,00 KZT",-1190.0,KZT,Purchases,EspressoDay,EspressoDay,Kaspi Bank,kaspi_en.pdf
2025-10-21,"- 1 470,00 KZT",-1470.0,KZT,Purchases,ИП Берсиновв,ИП Берсиновв,Kaspi Bank,kaspi_en.pdf
2025-10-21,"- 2 150,00 KZT",-2150.0,KZT,Purchases,Fermento NU,Fermento NU,Kaspi Bank,kaspi_en.pdf
2025-10-22,"- 600,00 KZT",-600.0,KZT,Purchases,Парковка. ТРЦ Keruen,Парковка. ТРЦ Keruen,Kaspi Bank,kaspi_en.pdf
2025-10-22,"- 10 257,00 KZT",-10257.0,KZT,Purchases,Nomad Oil,Nomad Oil,Kaspi Bank,kaspi_en.pdf
2025-10-22,"- 400,00 KZT",-400.0,KZT,Purchases,NU,NU,Kaspi Bank,kaspi_en.pdf
2025-10-22,"+ 20 000,00 KZT",20000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-22,"- 1 800,00 KZT",-1800.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_en.pdf
2025-10-23,"- 4 500,00 KZT",-4500.0,KZT,Purchases,ИП Аймакова А.С.,ИП Аймакова А.С.,Kaspi Bank,kaspi_en.pdf
2025-10-23,"- 2 390,00 KZT",-2390.0,KZT,Purchases,продукты,продукты,Kaspi Bank,kaspi_en.pdf
2025-10-23,"- 1 320,00 KZT",-1320.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_en.pdf
2025-10-24,"- 750,00 KZT",-750.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-24,"- 2 530,00 KZT",-2530.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-24,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-10-24,"+ 5 000,00 KZT",5000.0,KZT,Replenishment,,Елдана К.,Kaspi Bank,kaspi_en.pdf
2025-10-24,"- 680,00 KZT",-680.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_en.pdf
2025-10-24,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-25,"+ 1 550,00 KZT",1550.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-25,"- 1 560,00 KZT",-1560.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-25,"- 2 090,00 KZT",-2090.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-10-26,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-10-26,"- 3 600,00 KZT",-3600.0,KZT,Purchases,ALFA Game Club,ALFA Game Club,Kaspi Bank,kaspi_en.pdf
2025-10-26,"- 3 500,00 KZT",-3500.0,KZT,Purchases,Центр фигурного катания ICE SKATE,Центр фигурного катания ICE SKATE,Kaspi Bank,kaspi_en.pdf
2025-10-26,"- 5 000,00 KZT",-5000.0,KZT,Purchases,ALTEL,ALTEL,Kaspi Bank,kaspi_en.pdf
2025-10-26,"- 1 000,00 KZT",-1000.0,KZT,Purchases,продукты,продукты,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 4 590,00 KZT",-4590.0,KZT,Purchases,Tap-Tatti ТД Сауран,Tap-Tatti ТД Сауран,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 2 500,00 KZT",-2500.0,KZT,Transfers,,Қарақат Х.,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 2 000,00 KZT",-2000.0,KZT,Purchases,ТЦ Сауран,ТЦ Сауран,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 3 290,00 KZT",-3290.0,KZT,Transfers,,Ақжан К.,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 4 660,00 KZT",-4660.0,KZT,Transfers,,Айгул Д.,Kaspi Bank,kaspi_en.pdf
2025-10-27,"- 16 000,00 KZT",-16000.0,KZT,Purchases,КАЯ,КАЯ,Kaspi Bank,kaspi_en.pdf
2025-10-27,"+ 60 000,00 KZT",60000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-28,"- 10 000,00 KZT",-10000.0,KZT,Purchases,Mobi Pro,Mobi Pro,Kaspi Bank,kaspi_en.pdf
2025-10-28,"- 499,00 KZT",-499.0,KZT,Purchases,APPLE.COM/BILL,APPLE.COM/BILL,Kaspi Bank,kaspi_en.pdf
2025-10-28,"- 1 450,00 KZT",-1450.0,KZT,Purchases,Fermento NU,Fermento NU,Kaspi Bank,kaspi_en.pdf
2025-10-28,"- 6 300,00 KZT",-6300.0,KZT,Transfers,,Жалғас М.,Kaspi Bank,kaspi_en.pdf
2025-10-29,"- 2 150,00 KZT",-2150.0,KZT,Purchases,Fermento NU,Fermento NU,Kaspi Bank,kaspi_en.pdf
2025-10-30,"- 1 345,00 KZT",-1345.0,KZT,Purchases,Aiwa,Aiwa,Kaspi Bank,kaspi_en.pdf
2025-10-30,"- 990,00 KZT",-990.0,KZT,Purchases,EspressoDay,EspressoDay,Kaspi Bank,kaspi_en.pdf
2025-10-30,"- 2 480,00 KZT",-2480.0,KZT,Purchases,Университет,Университет,Kaspi Bank,kaspi_en.pdf
2025-10-30,"- 1 200,00 KZT",-1200.0,KZT,Transfers,,Елдана К.,Kaspi Bank,kaspi_en.pdf
2025-10-30,"- 1 190,00 KZT",-1190.0,KZT,Purchases,EspressoDay,EspressoDay,Kaspi Bank,kaspi_en.pdf
2025-10-30,"+ 6 300,00 KZT",6300.0,KZT,Replenishment,,Жалғас М.,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 800,00 KZT",-800.0,KZT,Purchases,Парковка. ТРЦ Mega Silkway,Парковка. ТРЦ Mega Silkway,Kaspi Bank,kaspi_en.pdf
2025-10-31,"+ 27 000,00 KZT",27000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 10 000,00 KZT",-10000.0,KZT,Purchases,ТС Mega Supermarket Astana,ТС Mega Supermarket Astana,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 65 124,00 KZT",-65124.0,KZT,Purchases,ТС Mega Supermarket Astana,ТС Mega Supermarket Astana,Kaspi Bank,kaspi_en.pdf
2025-10-31,"+ 50 000,00 KZT",50000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 99,00 KZT",-99.0,KZT,Purchases,YANDEX.PLUS,YANDEX.PLUS,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 28 970,00 KZT",-28970.0,KZT,Purchases,Calzedonia,Calzedonia,Kaspi Bank,kaspi_en.pdf
2025-10-31,"+ 50 000,00 KZT",50000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 3 240,00 KZT",-3240.0,KZT,Purchases,Lady Collection,Lady Collection,Kaspi Bank,kaspi_en.pdf
2025-10-31,"- 2 500,00 KZT",-2500.0,KZT,Transfers,,Жалғас М.,Kaspi Bank,kaspi_en.pdf
2025-11-01,"- 10 000,00 KZT",-10000.0,KZT,Purchases,Ice skate,Ice skate,Kaspi Bank,kaspi_en.pdf
2025-11-01,"- 1 500,00 KZT",-1500.0,KZT,Purchases,"IP ""TULPAR""","IP ""TULPAR""",Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 4 310,00 KZT",-4310.0,KZT,Transfers,,Эргашали Э.,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 1 830,00 KZT",-1830.0,KZT,Purchases,Сауран,Сауран,Kaspi Bank,kaspi_en.pdf
2025-11-02,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 1 121,00 KZT",-1121.0,KZT,Transfers,,Айгул Д.,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 1 200,00 KZT",-1200.0,KZT,Purchases,Сауран,Сауран,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 2 250,00 KZT",-2250.0,KZT,Purchases,birlik-express.kz,birlik-express.kz,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 1 200,00 KZT",-1200.0,KZT,Purchases,YZ ДШ,YZ ДШ,Kaspi Bank,kaspi_en.pdf
2025-11-02,"- 8 652,00 KZT",-8652.0,KZT,Purchases,OZON.KZ,OZON.KZ,Kaspi Bank,kaspi_en.pdf
2025-11-03,"+ 25 000,00 KZT",25000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 1 652,00 KZT",-1652.0,KZT,Purchases,Glamour shop,Glamour shop,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 1 977,00 KZT",-1977.0,KZT,Purchases,ИП ВАХЕДИ АБДУЛЛАХ,ИП ВАХЕДИ АБДУЛЛАХ,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 2 480,00 KZT",-2480.0,KZT,Purchases,ECO_SHINE,ECO_SHINE,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 1 898,00 KZT",-1898.0,KZT,Purchases,Fast Shop,Fast Shop,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 24 000,00 KZT",-24000.0,KZT,Purchases,ИП БЕКСУЛТАН,ИП БЕКСУЛТАН,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 599,00 KZT",-599.0,KZT,Purchases,YOIMISE,YOIMISE,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 3 000,00 KZT",-3000.0,KZT,Purchases,BEK,BEK,Kaspi Bank,kaspi_en.pdf
2025-11-03,"+ 40 000,00 KZT",40000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-11-03,"- 2 270,00 KZT",-2270.0,KZT,Purchases,EspressoDay,EspressoDay,Kaspi Bank,kaspi_en.pdf
2025-11-04,"- 3 060,00 KZT",-3060.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-04,"- 8 720,00 KZT",-8720.0,KZT,Purchases,Супермаркет GALMART,Супермаркет GALMART,Kaspi Bank,kaspi_en.pdf
2025-11-04,"- 3 550,00 KZT",-3550.0,KZT,Purchases,Университет,Университет,Kaspi Bank,kaspi_en.pdf
2025-11-04,"- 2 530,00 KZT",-2530.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-05,"- 3 990,00 KZT",-3990.0,KZT,Purchases,APPLE.COM/BILL,APPLE.COM/BILL,Kaspi Bank,kaspi_en.pdf
2025-11-06,"+ 6 000,00 KZT",6000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-11-06,"- 200,00 KZT",-200.0,KZT,Others,,Commission for transfer of other banks,Kaspi Bank,kaspi_en.pdf
2025-11-06,"- 6 000,00 KZT",-6000.0,KZT,Transfers,,To card Halyk Bank*4116,Kaspi Bank,kaspi_en.pdf
2025-11-06,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-11-06,"- 1 880,00 KZT",-1880.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-06,"- 1 200,00 KZT",-1200.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_en.pdf
2025-11-06,"- 3 010,00 KZT",-3010.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-07,"- 7 000,00 KZT",-7000.0,KZT,Transfers,,Темірлан Қ.,Kaspi Bank,kaspi_en.pdf
2025-11-08,"- 10 906,00 KZT",-10906.0,KZT,Purchases,YANDEX.EDA,YANDEX.EDA,Kaspi Bank,kaspi_en.pdf
2025-11-08,"- 2 570,00 KZT",-2570.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-08,"- 41 200,00 KZT",-41200.0,KZT,Purchases,Colibri,Colibri,Kaspi Bank,kaspi_en.pdf
2025-11-08,"+ 52 400,00 KZT",52400.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-11-08,"- 1 460,00 KZT",-1460.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-08,"- 2 580,00 KZT",-2580.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-09,"- 2 000,00 KZT",-2000.0,KZT,Transfers,,Жібек Е.,Kaspi Bank,kaspi_en.pdf
2025-11-09,"+ 33 000,00 KZT",33000.0,KZT,Replenishment,,From Kaspi Deposit,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 15 900,00 KZT",-15900.0,KZT,Purchases,ИП IQ,ИП IQ,Kaspi Bank,kaspi_en.pdf
2025-11-10,"+ 30 000,00 KZT",30000.0,KZT,Replenishment,,Корлан Т.,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 2 150,00 KZT",-2150.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 2 610,00 KZT",-2610.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 9 625,00 KZT",-9625.0,KZT,Purchases,HOBBY_BOUTIQUE,HOBBY_BOUTIQUE,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 740,00 KZT",-740.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 2 470,00 KZT",-2470.0,KZT,Purchases,YANDEX.GO,YANDEX.GO,Kaspi Bank,kaspi_en.pdf
2025-11-10,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Айгерим К.,Kaspi Bank,kaspi_en.pdf
2025-11-11,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_en.pdf
2025-11-11,"- 36 000,00 KZT",-36000.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_en.pdf
2025-11-11,"+ 36 000,00 KZT",36000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
2025-11-11,"- 950,00 KZT",-950.0,KZT,Purchases,Университет,Университет,Kaspi Bank,kaspi_en.pdf
2025-11-11,"- 1 220,90 KZT",-1220.9,KZT,Purchases,Университет,Университет,Kaspi Bank,kaspi_en.pdf
2025-11-11,"- 700,00 KZT",-700.0,KZT,Purchases,SPOTIFY,SPOTIFY,Kaspi Bank,kaspi_en.pdf
2025-11-11,"+ 1 652,00 KZT",1652.0,KZT,Purchases,Glamour shop,Glamour shop,Kaspi Bank,kaspi_en.pdf
2025-11-12,"- 10 000,00 KZT",-10000.0,KZT,Purchases,Mobi Pro,Mobi Pro,Kaspi Bank,kaspi_en.pdf
2025-11-12,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Рауан А.,Kaspi Bank,kaspi_en.pdf
2025-11-12,"- 7 000,00 KZT",-7000.0,KZT,Purchases,"ИП ""НИКА""","ИП ""НИКА""",Kaspi Bank,kaspi_en.pdf
2025-11-12,"- 950,00 KZT",-950.0,KZT,Purchases,Fermento NU,Fermento NU,Kaspi Bank,kaspi_en.pdf
2025-11-13,"- 1 950,00 KZT",-1950.0,KZT,Purchases,Университет,Университет,Kaspi Bank,kaspi_en.pdf
2025-11-13,"- 10 443,00 KZT",-10443.0,KZT,Purchases,Nomad Oil,Nomad Oil,Kaspi Bank,kaspi_en.pdf
2025-11-13,"+ 450 000,00 KZT",450000.0,KZT,Replenishment,,From card of other banks,Kaspi Bank,kaspi_en.pdf
